asin,brand,color,medium_image_url,product_type_name,title,formatted_price
B00IAA4JIQ,I Love Lucy,Purple,https://images-na.ssl-images-amazon.com/images/I/41cd6hd0eZL._SL160_.jpg,SHIRT,white tshirts,$14.66
